conversion_event_id,performance_id,date,conversion_type,conversions,conversion_value_usd,attribution_window_day
CNV_00009110,PERF_00047116,2026-05-06,Add to Cart,1,6.6754,28
CNV_00009111,PERF_00047117,2026-05-06,Lead,1,10.5508,7
CNV_00009112,PERF_00047119,2026-05-06,Lead,2,79.7944,1
CNV_00009113,PERF_00047122,2026-05-06,Signup,2,13.1295,7
CNV_00009114,PERF_00047123,2026-05-06,Add to Cart,5,26.2023,1
CNV_00009115,PERF_00047124,2026-05-06,Lead,1,26.9457,28
CNV_00009116,PERF_00047127,2026-05-06,Purchase,3,234.7051,14
CNV_00009117,PERF_00047128,2026-05-06,Signup,1,24.018,14
CNV_00009118,PERF_00047129,2026-05-06,Purchase,7,364.6345,7
CNV_00009119,PERF_00047133,2026-05-06,Signup,7,123.8438,28
CNV_00009120,PERF_00047134,2026-05-06,Purchase,2,47.856,28
CNV_00009121,PERF_00047136,2026-05-06,Purchase,5,458.9915,1
CNV_00009122,PERF_00047138,2026-05-06,Signup,1,12.6128,14
CNV_00009123,PERF_00047149,2026-05-06,Purchase,8,489.6404,14
CNV_00009124,PERF_00047151,2026-05-06,Purchase,2,184.7539,1
CNV_00009125,PERF_00047159,2026-05-07,Lead,1,34.7176,1
CNV_00009126,PERF_00047178,2026-05-07,Lead,1,9.7749,28
CNV_00009127,PERF_00047189,2026-05-07,Purchase,1,78.1265,7
CNV_00009128,PERF_00047193,2026-05-07,Add to Cart,1,24.4798,28
CNV_00009129,PERF_00047212,2026-05-07,Purchase,7,229.8772,7
CNV_00009130,PERF_00047213,2026-05-07,Lead,8,287.6234,14
CNV_00009131,PERF_00047214,2026-05-07,Lead,8,88.7463,28
CNV_00009132,PERF_00047215,2026-05-07,Purchase,6,249.8991,28
CNV_00009133,PERF_00047217,2026-05-07,Purchase,3,281.7018,14
CNV_00009134,PERF_00047218,2026-05-07,Add to Cart,3,19.6397,28
CNV_00009135,PERF_00047225,2026-05-07,Add to Cart,1,13.332,7
CNV_00009136,PERF_00047226,2026-05-07,Signup,1,20.33,14
CNV_00009137,PERF_00047228,2026-05-07,Add to Cart,1,11.9563,7
CNV_00009138,PERF_00047236,2026-05-07,Lead,3,122.926,28
CNV_00009139,PERF_00047239,2026-05-07,Lead,1,21.0089,14
CNV_00009140,PERF_00047242,2026-05-07,Purchase,8,686.0491,14
CNV_00009141,PERF_00047247,2026-05-07,Purchase,2,122.2591,1
CNV_00009142,PERF_00047248,2026-05-07,Lead,1,22.5807,1
CNV_00009143,PERF_00047251,2026-05-07,Purchase,2,73.7634,14
CNV_00009144,PERF_00047256,2026-05-07,Signup,1,3.2547,7
CNV_00009145,PERF_00047257,2026-05-07,Lead,4,169.7476,7
CNV_00009146,PERF_00047258,2026-05-07,Signup,2,38.3769,1
CNV_00009147,PERF_00047259,2026-05-07,Lead,3,41.0362,7
CNV_00009148,PERF_00047260,2026-05-07,Purchase,7,491.9843,28
CNV_00009149,PERF_00047261,2026-05-07,Lead,7,199.4054,14
CNV_00009150,PERF_00047263,2026-05-07,Lead,6,102.8831,28
CNV_00009151,PERF_00047265,2026-05-07,Lead,10,363.1741,7
CNV_00009152,PERF_00047267,2026-05-07,Purchase,1,58.3338,1
CNV_00009153,PERF_00047270,2026-05-07,Signup,7,123.435,7
CNV_00009154,PERF_00047272,2026-05-07,Purchase,7,681.4745,1
CNV_00009155,PERF_00047273,2026-05-07,Add to Cart,7,222.2737,14
CNV_00009156,PERF_00047278,2026-05-07,Purchase,4,475.7694,7
CNV_00009157,PERF_00047279,2026-05-07,Signup,4,21.2216,7
CNV_00009158,PERF_00047280,2026-05-07,Purchase,14,827.9643,7
CNV_00009159,PERF_00047293,2026-05-07,Add to Cart,1,9.5591,7
CNV_00009160,PERF_00047296,2026-05-07,Signup,2,7.5924,14
CNV_00009161,PERF_00047301,2026-05-07,Purchase,2,98.8592,7
CNV_00009162,PERF_00047302,2026-05-07,Purchase,1,49.3117,1
CNV_00009163,PERF_00047322,2026-05-07,Signup,6,50.408,1
CNV_00009164,PERF_00047323,2026-05-07,Add to Cart,4,54.0099,1
CNV_00009165,PERF_00047330,2026-05-07,Purchase,3,294.2052,1
CNV_00009166,PERF_00047332,2026-05-07,Purchase,1,37.4647,14
CNV_00009167,PERF_00047333,2026-05-07,Lead,1,27.7841,14
CNV_00009168,PERF_00047339,2026-05-07,Purchase,1,79.6954,14
CNV_00009169,PERF_00047344,2026-05-07,Add to Cart,1,24.5663,28
CNV_00009170,PERF_00047350,2026-05-07,Lead,1,26.3982,7
CNV_00009171,PERF_00047356,2026-05-07,Signup,2,20.0191,14
CNV_00009172,PERF_00047359,2026-05-07,Purchase,1,109.8925,7
CNV_00009173,PERF_00047374,2026-05-07,Add to Cart,2,39.5384,28
CNV_00009174,PERF_00047381,2026-05-07,Purchase,2,162.8632,28
CNV_00009175,PERF_00047383,2026-05-07,Purchase,10,1170.0589,7
CNV_00009176,PERF_00047391,2026-05-07,Signup,1,20.9461,14
CNV_00009177,PERF_00047393,2026-05-07,Purchase,3,195.6535,1
CNV_00009178,PERF_00047434,2026-05-07,Lead,1,10.8099,1
CNV_00009179,PERF_00047436,2026-05-07,Signup,1,21.5655,7
CNV_00009180,PERF_00047440,2026-05-07,Signup,4,23.9147,7
CNV_00009181,PERF_00047445,2026-05-07,Add to Cart,1,27.2161,14
CNV_00009182,PERF_00047452,2026-05-07,Signup,2,42.9222,1
CNV_00009183,PERF_00047453,2026-05-07,Lead,6,125.2695,14
CNV_00009184,PERF_00047456,2026-05-07,Signup,1,5.5144,14
CNV_00009185,PERF_00047459,2026-05-07,Lead,1,11.963,7
CNV_00009186,PERF_00047461,2026-05-07,Purchase,2,197.5144,7
CNV_00009187,PERF_00047462,2026-05-07,Purchase,2,201.672,1
CNV_00009188,PERF_00047465,2026-05-07,Add to Cart,1,17.2683,14
CNV_00009189,PERF_00047470,2026-05-07,Signup,6,73.3588,7
CNV_00009190,PERF_00047474,2026-05-07,Signup,11,91.1347,28
CNV_00009191,PERF_00047475,2026-05-07,Add to Cart,6,155.8687,14
CNV_00009192,PERF_00047477,2026-05-07,Add to Cart,5,39.5055,14
CNV_00009193,PERF_00047480,2026-05-07,Purchase,3,66.2976,1
CNV_00009194,PERF_00047481,2026-05-07,Purchase,7,402.9712,7
CNV_00009195,PERF_00047482,2026-05-07,Signup,3,34.3275,14
CNV_00009196,PERF_00047486,2026-05-07,Add to Cart,1,22.2616,7
CNV_00009197,PERF_00047491,2026-05-07,Purchase,7,722.2496,1
CNV_00009198,PERF_00047493,2026-05-07,Purchase,3,155.2522,1
CNV_00009199,PERF_00047494,2026-05-07,Signup,2,21.7069,1
CNV_00009200,PERF_00047516,2026-05-08,Signup,1,9.7233,1
CNV_00009201,PERF_00047522,2026-05-08,Purchase,1,52.1269,7
CNV_00009202,PERF_00047528,2026-05-08,Purchase,2,165.2173,7
CNV_00009203,PERF_00047529,2026-05-08,Purchase,9,340.2017,7
CNV_00009204,PERF_00047540,2026-05-08,Purchase,7,830.2432,28
CNV_00009205,PERF_00047552,2026-05-08,Purchase,1,105.5087,7
CNV_00009206,PERF_00047560,2026-05-08,Signup,4,31.7762,7
CNV_00009207,PERF_00047562,2026-05-08,Purchase,3,282.0763,7
CNV_00009208,PERF_00047563,2026-05-08,Signup,1,3.5071,7
CNV_00009209,PERF_00047566,2026-05-08,Add to Cart,5,32.4453,1
CNV_00009210,PERF_00047570,2026-05-08,Add to Cart,2,40.9398,14
CNV_00009211,PERF_00047572,2026-05-08,Purchase,1,118.5593,7
CNV_00009212,PERF_00047575,2026-05-08,Purchase,1,18.1058,28
CNV_00009213,PERF_00047576,2026-05-08,Purchase,7,312.4966,7
CNV_00009214,PERF_00047577,2026-05-08,Purchase,4,426.1335,7
CNV_00009215,PERF_00047578,2026-05-08,Purchase,5,480.4578,1
CNV_00009216,PERF_00047579,2026-05-08,Purchase,19,1339.0457,1
CNV_00009217,PERF_00047580,2026-05-08,Add to Cart,7,178.7712,7
CNV_00009218,PERF_00047613,2026-05-08,Lead,7,264.4846,7
CNV_00009219,PERF_00047616,2026-05-08,Purchase,1,77.7208,1
CNV_00009220,PERF_00047619,2026-05-08,Signup,1,9.3378,1
CNV_00009221,PERF_00047622,2026-05-08,Purchase,4,247.4617,1
CNV_00009222,PERF_00047623,2026-05-08,Signup,2,27.1259,28
CNV_00009223,PERF_00047625,2026-05-08,Lead,1,30.1291,28
CNV_00009224,PERF_00047627,2026-05-08,Signup,1,3.8664,7
CNV_00009225,PERF_00047630,2026-05-08,Signup,1,22.3593,1
CNV_00009226,PERF_00047633,2026-05-08,Add to Cart,1,26.8241,1
CNV_00009227,PERF_00047637,2026-05-08,Signup,1,19.1335,7
CNV_00009228,PERF_00047638,2026-05-08,Add to Cart,3,101.2996,28
CNV_00009229,PERF_00047641,2026-05-08,Signup,2,38.2464,1
CNV_00009230,PERF_00047642,2026-05-08,Signup,4,25.9983,1
CNV_00009231,PERF_00047643,2026-05-08,Purchase,2,209.2569,1
CNV_00009232,PERF_00047644,2026-05-08,Purchase,9,739.0382,14
CNV_00009233,PERF_00047648,2026-05-08,Lead,1,12.2378,7
CNV_00009234,PERF_00047663,2026-05-08,Lead,2,45.1948,28
CNV_00009235,PERF_00047666,2026-05-08,Signup,2,24.9454,14
CNV_00009236,PERF_00047670,2026-05-08,Purchase,1,96.1827,7
CNV_00009237,PERF_00047680,2026-05-08,Signup,1,17.1477,7
CNV_00009238,PERF_00047701,2026-05-08,Add to Cart,2,10.7994,1
CNV_00009239,PERF_00047714,2026-05-08,Signup,2,41.79,7
CNV_00009240,PERF_00047716,2026-05-08,Purchase,2,194.1514,7
CNV_00009241,PERF_00047718,2026-05-08,Lead,1,37.683,7
CNV_00009242,PERF_00047722,2026-05-08,Purchase,1,89.837,14
CNV_00009243,PERF_00047737,2026-05-08,Purchase,2,52.3166,7
CNV_00009244,PERF_00047740,2026-05-08,Signup,2,42.4644,7
CNV_00009245,PERF_00047744,2026-05-08,Purchase,2,123.5962,7
CNV_00009246,PERF_00047751,2026-05-08,Purchase,3,90.4208,28
CNV_00009247,PERF_00047756,2026-05-08,Add to Cart,3,62.6208,7
CNV_00009248,PERF_00047759,2026-05-08,Purchase,2,142.2466,14
CNV_00009249,PERF_00047760,2026-05-08,Lead,3,30.9203,1
CNV_00009250,PERF_00047761,2026-05-08,Purchase,1,56.7917,7
CNV_00009251,PERF_00047763,2026-05-08,Lead,2,18.4321,7
CNV_00009252,PERF_00047766,2026-05-08,Lead,1,24.6552,28
CNV_00009253,PERF_00047767,2026-05-08,Lead,2,58.8753,1
CNV_00009254,PERF_00047770,2026-05-08,Signup,2,33.7332,1
CNV_00009255,PERF_00047774,2026-05-08,Lead,2,45.1352,7
CNV_00009256,PERF_00047781,2026-05-08,Signup,1,22.164,1
CNV_00009257,PERF_00047794,2026-05-09,Lead,1,26.6115,1
CNV_00009258,PERF_00047807,2026-05-09,Signup,6,97.8743,1
CNV_00009259,PERF_00047811,2026-05-09,Purchase,3,301.9605,7
CNV_00009260,PERF_00047813,2026-05-09,Purchase,6,525.1366,14
CNV_00009261,PERF_00047814,2026-05-09,Lead,7,58.8176,7
CNV_00009262,PERF_00047818,2026-05-09,Purchase,3,165.3628,7
CNV_00009263,PERF_00047829,2026-05-09,Add to Cart,2,40.2984,7
CNV_00009264,PERF_00047831,2026-05-09,Purchase,4,180.8565,7
CNV_00009265,PERF_00047832,2026-05-09,Purchase,6,136.3837,7
CNV_00009266,PERF_00047837,2026-05-09,Signup,1,15.893,1
CNV_00009267,PERF_00047839,2026-05-09,Signup,2,40.5233,7
CNV_00009268,PERF_00047840,2026-05-09,Purchase,4,346.8781,1
CNV_00009269,PERF_00047850,2026-05-09,Add to Cart,3,32.672,7
CNV_00009270,PERF_00047859,2026-05-09,Lead,1,20.3973,7
CNV_00009271,PERF_00047874,2026-05-09,Purchase,3,129.6224,7
CNV_00009272,PERF_00047882,2026-05-09,Lead,3,66.9487,1
CNV_00009273,PERF_00047894,2026-05-09,Purchase,1,106.8305,7
CNV_00009274,PERF_00047895,2026-05-09,Purchase,5,438.8934,1
CNV_00009275,PERF_00047896,2026-05-09,Purchase,2,159.0782,1
CNV_00009276,PERF_00047897,2026-05-09,Purchase,2,156.0177,7
CNV_00009277,PERF_00047906,2026-05-09,Purchase,1,54.9543,7
CNV_00009278,PERF_00047907,2026-05-09,Lead,2,61.0541,7
CNV_00009279,PERF_00047910,2026-05-09,Signup,4,95.0436,7
CNV_00009280,PERF_00047914,2026-05-09,Lead,3,134.5674,1
CNV_00009281,PERF_00047915,2026-05-09,Lead,2,38.9401,14
CNV_00009282,PERF_00047929,2026-05-09,Lead,1,8.378,7
CNV_00009283,PERF_00047931,2026-05-09,Lead,1,29.0156,7
CNV_00009284,PERF_00047932,2026-05-09,Signup,2,22.6081,1
CNV_00009285,PERF_00047933,2026-05-09,Purchase,1,74.9216,28
CNV_00009286,PERF_00047934,2026-05-09,Add to Cart,1,20.8357,7
CNV_00009287,PERF_00047937,2026-05-09,Purchase,2,87.0897,14
CNV_00009288,PERF_00047940,2026-05-09,Signup,2,21.6858,14
CNV_00009289,PERF_00047943,2026-05-09,Purchase,1,112.3468,7
CNV_00009290,PERF_00047946,2026-05-09,Purchase,2,230.6771,28
CNV_00009291,PERF_00047950,2026-05-09,Signup,2,16.896,7
CNV_00009292,PERF_00047954,2026-05-09,Signup,1,4.9721,7
CNV_00009293,PERF_00047968,2026-05-09,Lead,1,21.0996,7
CNV_00009294,PERF_00047969,2026-05-09,Signup,1,13.6284,7
CNV_00009295,PERF_00047971,2026-05-09,Add to Cart,1,17.1207,7
CNV_00009296,PERF_00047983,2026-05-09,Signup,1,19.8729,7
CNV_00009297,PERF_00047984,2026-05-09,Signup,1,19.4293,7
CNV_00009298,PERF_00047994,2026-05-09,Add to Cart,2,35.3139,1
CNV_00009299,PERF_00047995,2026-05-09,Purchase,1,63.3224,14
CNV_00009300,PERF_00047997,2026-05-09,Add to Cart,1,10.4566,14
CNV_00009301,PERF_00047998,2026-05-09,Add to Cart,1,34.2216,7
CNV_00009302,PERF_00048033,2026-05-09,Lead,4,171.5698,7
CNV_00009303,PERF_00048034,2026-05-09,Lead,1,23.6438,28
CNV_00009304,PERF_00048039,2026-05-09,Lead,1,19.4258,14
CNV_00009305,PERF_00048040,2026-05-09,Lead,3,71.7755,7
CNV_00009306,PERF_00048046,2026-05-09,Signup,2,27.95,1
CNV_00009307,PERF_00048048,2026-05-09,Purchase,5,320.9451,7
CNV_00009308,PERF_00048050,2026-05-09,Purchase,11,1252.1764,7
CNV_00009309,PERF_00048051,2026-05-09,Purchase,11,561.7256,1
CNV_00009310,PERF_00048052,2026-05-09,Lead,3,57.9924,1
CNV_00009311,PERF_00048053,2026-05-09,Purchase,5,162.3892,7
CNV_00009312,PERF_00048055,2026-05-09,Signup,2,49.8312,7
CNV_00009313,PERF_00048056,2026-05-09,Add to Cart,1,21.1539,1
CNV_00009314,PERF_00048057,2026-05-09,Signup,1,3.732,28
CNV_00009315,PERF_00048058,2026-05-09,Add to Cart,2,27.684,7
CNV_00009316,PERF_00048073,2026-05-09,Purchase,4,187.0179,7
CNV_00009317,PERF_00048076,2026-05-09,Signup,3,31.5639,1
CNV_00009318,PERF_00048097,2026-05-10,Purchase,3,342.3795,7
CNV_00009319,PERF_00048098,2026-05-10,Purchase,2,230.5708,1
CNV_00009320,PERF_00048100,2026-05-10,Purchase,2,107.027,7
CNV_00009321,PERF_00048102,2026-05-10,Purchase,2,201.2195,7
CNV_00009322,PERF_00048103,2026-05-10,Add to Cart,2,47.6052,14
CNV_00009323,PERF_00048104,2026-05-10,Purchase,10,754.7561,1
CNV_00009324,PERF_00048106,2026-05-10,Lead,4,106.7725,7
CNV_00009325,PERF_00048107,2026-05-10,Signup,9,86.3089,14
CNV_00009326,PERF_00048110,2026-05-10,Add to Cart,3,55.2928,1
CNV_00009327,PERF_00048124,2026-05-10,Purchase,2,190.6375,14
CNV_00009328,PERF_00048127,2026-05-10,Purchase,2,109.2269,1
CNV_00009329,PERF_00048130,2026-05-10,Lead,2,38.5272,7
CNV_00009330,PERF_00048131,2026-05-10,Signup,2,49.1841,1
CNV_00009331,PERF_00048139,2026-05-10,Signup,15,358.0929,7
CNV_00009332,PERF_00048142,2026-05-10,Signup,1,13.942,1
CNV_00009333,PERF_00048180,2026-05-10,Add to Cart,6,131.1258,7
CNV_00009334,PERF_00048182,2026-05-10,Purchase,2,50.8307,28
CNV_00009335,PERF_00048184,2026-05-10,Signup,2,12.3315,7
CNV_00009336,PERF_00048187,2026-05-10,Add to Cart,1,9.0426,14
CNV_00009337,PERF_00048203,2026-05-10,Purchase,1,71.9559,7
CNV_00009338,PERF_00048205,2026-05-10,Lead,1,27.4191,1
CNV_00009339,PERF_00048210,2026-05-10,Signup,4,61.9864,1
CNV_00009340,PERF_00048217,2026-05-10,Add to Cart,3,82.7611,14
CNV_00009341,PERF_00048219,2026-05-10,Lead,1,12.1507,7
CNV_00009342,PERF_00048224,2026-05-10,Lead,2,75.9942,7
CNV_00009343,PERF_00048241,2026-05-10,Purchase,4,352.0572,7
CNV_00009344,PERF_00048251,2026-05-10,Add to Cart,1,10.6203,7
CNV_00009345,PERF_00048256,2026-05-10,Lead,1,8.6379,7
CNV_00009346,PERF_00048257,2026-05-10,Purchase,2,52.41,1
CNV_00009347,PERF_00048258,2026-05-10,Purchase,1,78.4689,28
CNV_00009348,PERF_00048260,2026-05-10,Purchase,2,138.7922,14
CNV_00009349,PERF_00048272,2026-05-10,Add to Cart,1,18.4398,28
CNV_00009350,PERF_00048273,2026-05-10,Signup,1,17.6797,1
CNV_00009351,PERF_00048275,2026-05-10,Purchase,1,93.7065,1
CNV_00009352,PERF_00048276,2026-05-10,Lead,5,125.1145,28
CNV_00009353,PERF_00048277,2026-05-10,Signup,1,23.8223,1
CNV_00009354,PERF_00048278,2026-05-10,Lead,2,79.7271,14
CNV_00009355,PERF_00048291,2026-05-10,Lead,2,20.2037,14
CNV_00009356,PERF_00048294,2026-05-10,Purchase,5,184.6187,7
CNV_00009357,PERF_00048301,2026-05-10,Purchase,2,231.4737,7
CNV_00009358,PERF_00048302,2026-05-10,Add to Cart,3,31.9338,7
CNV_00009359,PERF_00048304,2026-05-10,Purchase,3,187.8599,1
CNV_00009360,PERF_00048312,2026-05-10,Purchase,2,114.0285,7
CNV_00009361,PERF_00048315,2026-05-10,Add to Cart,3,41.8786,1
CNV_00009362,PERF_00048320,2026-05-10,Signup,3,69.0771,7
CNV_00009363,PERF_00048322,2026-05-11,Signup,1,9.8254,1
CNV_00009364,PERF_00048343,2026-05-11,Add to Cart,13,235.7469,7
CNV_00009365,PERF_00048345,2026-05-11,Purchase,2,207.3354,28
CNV_00009366,PERF_00048347,2026-05-11,Lead,4,131.8843,1
CNV_00009367,PERF_00048351,2026-05-11,Purchase,3,328.2584,14
CNV_00009368,PERF_00048353,2026-05-11,Add to Cart,1,33.2446,28
CNV_00009369,PERF_00048354,2026-05-11,Add to Cart,1,5.6928,1
CNV_00009370,PERF_00048355,2026-05-11,Add to Cart,4,54.241,28
CNV_00009371,PERF_00048361,2026-05-11,Lead,1,19.615,7
CNV_00009372,PERF_00048367,2026-05-11,Purchase,1,91.6382,14
CNV_00009373,PERF_00048371,2026-05-11,Signup,1,10.6193,7
CNV_00009374,PERF_00048372,2026-05-11,Purchase,3,176.766,28
CNV_00009375,PERF_00048379,2026-05-11,Lead,14,460.2118,7
CNV_00009376,PERF_00048380,2026-05-11,Add to Cart,2,22.9292,7
CNV_00009377,PERF_00048381,2026-05-11,Signup,18,252.982,14
CNV_00009378,PERF_00048382,2026-05-11,Signup,3,57.976,7
CNV_00009379,PERF_00048386,2026-05-11,Lead,1,39.6615,1
CNV_00009380,PERF_00048388,2026-05-11,Purchase,6,178.4786,14
CNV_00009381,PERF_00048396,2026-05-11,Lead,7,111.4042,7
CNV_00009382,PERF_00048398,2026-05-11,Lead,5,171.9783,7
CNV_00009383,PERF_00048399,2026-05-11,Purchase,1,95.2844,28
CNV_00009384,PERF_00048411,2026-05-11,Signup,1,10.1023,28
CNV_00009385,PERF_00048430,2026-05-11,Add to Cart,2,55.1141,1
CNV_00009386,PERF_00048431,2026-05-11,Purchase,2,228.0346,1
CNV_00009387,PERF_00048435,2026-05-11,Signup,1,14.2312,1
CNV_00009388,PERF_00048439,2026-05-11,Purchase,2,158.4778,7
CNV_00009389,PERF_00048444,2026-05-11,Lead,5,220.2613,1
CNV_00009390,PERF_00048450,2026-05-11,Add to Cart,4,40.8402,1
CNV_00009391,PERF_00048451,2026-05-11,Signup,1,15.823,28
CNV_00009392,PERF_00048456,2026-05-11,Purchase,1,36.0634,7
CNV_00009393,PERF_00048457,2026-05-11,Add to Cart,2,38.1609,1
CNV_00009394,PERF_00048474,2026-05-11,Add to Cart,2,42.0664,7
CNV_00009395,PERF_00048476,2026-05-11,Purchase,2,185.6209,1
CNV_00009396,PERF_00048478,2026-05-11,Signup,1,10.5319,7
CNV_00009397,PERF_00048481,2026-05-11,Purchase,6,645.0975,7
CNV_00009398,PERF_00048487,2026-05-11,Lead,7,277.1155,1
CNV_00009399,PERF_00048490,2026-05-11,Purchase,2,205.3432,7
CNV_00009400,PERF_00048491,2026-05-11,Signup,4,81.5171,1
CNV_00009401,PERF_00048506,2026-05-11,Signup,1,23.9949,7
CNV_00009402,PERF_00048507,2026-05-11,Add to Cart,2,22.5864,7
CNV_00009403,PERF_00048512,2026-05-11,Purchase,1,37.3104,14
CNV_00009404,PERF_00048514,2026-05-11,Add to Cart,1,18.4879,14
CNV_00009405,PERF_00048522,2026-05-11,Add to Cart,4,107.3697,7
CNV_00009406,PERF_00048524,2026-05-11,Signup,2,38.4218,7
CNV_00009407,PERF_00048531,2026-05-11,Purchase,3,338.2432,28
CNV_00009408,PERF_00048543,2026-05-11,Signup,1,7.2725,7
CNV_00009409,PERF_00048544,2026-05-11,Signup,1,9.8122,14
CNV_00009410,PERF_00048550,2026-05-11,Purchase,1,75.8425,7
CNV_00009411,PERF_00048551,2026-05-11,Add to Cart,2,67.8501,7
CNV_00009412,PERF_00048553,2026-05-11,Purchase,1,24.2961,14
CNV_00009413,PERF_00048566,2026-05-11,Add to Cart,1,22.7271,7
CNV_00009414,PERF_00048567,2026-05-11,Purchase,2,42.2016,14
CNV_00009415,PERF_00048568,2026-05-11,Signup,1,14.9215,1
CNV_00009416,PERF_00048572,2026-05-11,Signup,7,45.4981,7
CNV_00009417,PERF_00048573,2026-05-11,Add to Cart,3,91.3986,1
CNV_00009418,PERF_00048581,2026-05-11,Lead,1,25.4267,7
CNV_00009419,PERF_00048582,2026-05-11,Purchase,1,96.5249,1
CNV_00009420,PERF_00048584,2026-05-11,Signup,6,53.8118,1
CNV_00009421,PERF_00048590,2026-05-11,Signup,1,3.7354,7
CNV_00009422,PERF_00048605,2026-05-12,Purchase,2,180.3726,14
CNV_00009423,PERF_00048625,2026-05-12,Signup,3,34.0969,14
CNV_00009424,PERF_00048627,2026-05-12,Purchase,3,354.6664,14
CNV_00009425,PERF_00048628,2026-05-12,Lead,2,17.588,7
CNV_00009426,PERF_00048630,2026-05-12,Signup,2,19.2692,7
CNV_00009427,PERF_00048631,2026-05-12,Add to Cart,4,118.369,14
CNV_00009428,PERF_00048632,2026-05-12,Lead,6,56.8767,7
CNV_00009429,PERF_00048635,2026-05-12,Add to Cart,4,104.8016,14
CNV_00009430,PERF_00048637,2026-05-12,Purchase,1,66.9004,7
CNV_00009431,PERF_00048650,2026-05-12,Lead,7,245.9845,28
CNV_00009432,PERF_00048651,2026-05-12,Lead,7,268.1768,7
CNV_00009433,PERF_00048655,2026-05-12,Purchase,5,530.3694,14
CNV_00009434,PERF_00048663,2026-05-12,Signup,3,33.7937,7
CNV_00009435,PERF_00048664,2026-05-12,Lead,2,29.216,7
CNV_00009436,PERF_00048667,2026-05-12,Purchase,5,165.5176,7
CNV_00009437,PERF_00048691,2026-05-12,Add to Cart,1,21.0733,28
CNV_00009438,PERF_00048699,2026-05-12,Add to Cart,1,33.842,14
CNV_00009439,PERF_00048706,2026-05-12,Purchase,3,104.1826,1
CNV_00009440,PERF_00048707,2026-05-12,Signup,1,23.8744,28
CNV_00009441,PERF_00048708,2026-05-12,Add to Cart,1,34.5524,28
CNV_00009442,PERF_00048721,2026-05-12,Lead,1,12.5728,28
CNV_00009443,PERF_00048723,2026-05-12,Add to Cart,8,181.8695,7
CNV_00009444,PERF_00048724,2026-05-12,Add to Cart,2,45.1453,14
CNV_00009445,PERF_00048744,2026-05-12,Purchase,3,139.5766,14
CNV_00009446,PERF_00048749,2026-05-12,Signup,1,16.4586,14
CNV_00009447,PERF_00048754,2026-05-12,Purchase,4,363.4241,7
CNV_00009448,PERF_00048771,2026-05-12,Purchase,3,134.5378,14
CNV_00009449,PERF_00048775,2026-05-12,Add to Cart,1,9.7524,1
CNV_00009450,PERF_00048781,2026-05-12,Lead,1,43.2304,1
CNV_00009451,PERF_00048787,2026-05-12,Add to Cart,1,24.6338,7
CNV_00009452,PERF_00048790,2026-05-12,Purchase,3,321.7577,7
CNV_00009453,PERF_00048799,2026-05-12,Signup,1,24.9152,7
CNV_00009454,PERF_00048808,2026-05-12,Lead,1,16.6829,28
CNV_00009455,PERF_00048809,2026-05-12,Purchase,1,52.9781,7
CNV_00009456,PERF_00048810,2026-05-12,Purchase,2,127.1771,7
CNV_00009457,PERF_00048820,2026-05-12,Signup,1,21.002,7
CNV_00009458,PERF_00048822,2026-05-12,Lead,1,24.3547,14
CNV_00009459,PERF_00048824,2026-05-12,Signup,2,35.2394,1
CNV_00009460,PERF_00048830,2026-05-12,Purchase,2,37.6548,7
CNV_00009461,PERF_00048832,2026-05-12,Signup,1,17.6792,7
CNV_00009462,PERF_00048833,2026-05-12,Purchase,1,107.3367,7
CNV_00009463,PERF_00048837,2026-05-12,Purchase,18,1002.7062,1
CNV_00009464,PERF_00048838,2026-05-12,Purchase,3,208.8863,7
CNV_00009465,PERF_00048840,2026-05-12,Lead,5,121.2833,7
CNV_00009466,PERF_00048845,2026-05-12,Lead,6,127.9403,7
CNV_00009467,PERF_00048847,2026-05-12,Signup,2,22.6159,14
CNV_00009468,PERF_00048852,2026-05-12,Purchase,2,90.2069,1
CNV_00009469,PERF_00048855,2026-05-12,Purchase,1,108.7599,28
CNV_00009470,PERF_00048869,2026-05-12,Purchase,6,437.679,28
CNV_00009471,PERF_00048876,2026-05-13,Signup,2,26.4787,1
CNV_00009472,PERF_00048879,2026-05-13,Lead,12,339.9502,14
CNV_00009473,PERF_00048880,2026-05-13,Purchase,2,62.6165,7
CNV_00009474,PERF_00048883,2026-05-13,Lead,2,27.5726,7
CNV_00009475,PERF_00048884,2026-05-13,Add to Cart,8,46.0396,1
CNV_00009476,PERF_00048885,2026-05-13,Signup,13,258.3869,7
CNV_00009477,PERF_00048886,2026-05-13,Lead,7,105.8025,7
CNV_00009478,PERF_00048887,2026-05-13,Lead,1,33.2028,7
CNV_00009479,PERF_00048891,2026-05-13,Purchase,2,80.7679,7
CNV_00009480,PERF_00048893,2026-05-13,Signup,2,14.3139,7
CNV_00009481,PERF_00048899,2026-05-13,Purchase,9,450.7961,7
CNV_00009482,PERF_00048902,2026-05-13,Purchase,7,196.7745,14
CNV_00009483,PERF_00048904,2026-05-13,Signup,1,10.2335,1
CNV_00009484,PERF_00048905,2026-05-13,Purchase,3,318.3292,1
CNV_00009485,PERF_00048906,2026-05-13,Signup,18,97.7277,28
CNV_00009486,PERF_00048907,2026-05-13,Lead,11,242.8562,14
CNV_00009487,PERF_00048912,2026-05-13,Lead,11,209.1477,14
CNV_00009488,PERF_00048914,2026-05-13,Purchase,6,525.666,1
