video_performance_id,performance_id,date,creative_id,video_starts,video_25p,video_50p,video_75p,video_completes,video_completion_rate
VID_00019615,PERF_00043460,2026-04-26,CRE_154,768,567,424,308,269,0.35026
VID_00019616,PERF_00043461,2026-04-26,CRE_154,1589,1115,855,723,535,0.33669
VID_00019617,PERF_00043468,2026-04-26,CRE_154,1940,1191,847,795,573,0.295361
VID_00019618,PERF_00043469,2026-04-26,CRE_147,3923,2245,1898,1502,1145,0.291868
VID_00019619,PERF_00043470,2026-04-26,CRE_160,4665,4154,3635,3181,2710,0.580922
VID_00019620,PERF_00043471,2026-04-26,CRE_160,2972,2012,1508,1135,950,0.31965
VID_00019621,PERF_00043472,2026-04-26,CRE_147,4133,2458,2163,1456,1216,0.294217
VID_00019622,PERF_00043474,2026-04-26,CRE_168,7126,6359,5124,4757,3962,0.555992
VID_00019623,PERF_00043476,2026-04-26,CRE_162,11643,6890,5403,4083,3293,0.282831
VID_00019624,PERF_00043478,2026-04-26,CRE_168,4225,2919,2391,1947,1529,0.361893
VID_00019625,PERF_00043483,2026-04-26,CRE_165,8270,7009,5198,4674,3924,0.474486
VID_00019626,PERF_00043484,2026-04-26,CRE_168,3041,2888,2351,1959,1720,0.565603
VID_00019627,PERF_00043487,2026-04-26,CRE_165,10010,6836,5557,4684,3686,0.368232
VID_00019628,PERF_00043489,2026-04-26,CRE_168,4530,3564,2767,2066,1793,0.395806
VID_00019629,PERF_00043490,2026-04-26,CRE_165,6505,5315,4816,3874,3235,0.49731
VID_00019630,PERF_00043495,2026-04-26,CRE_162,5281,3830,2852,2208,1898,0.359402
VID_00019631,PERF_00043500,2026-04-26,CRE_174,1395,1124,1022,861,713,0.511111
VID_00019632,PERF_00043508,2026-04-26,CRE_171,1180,634,432,275,166,0.140678
VID_00019633,PERF_00043510,2026-04-26,CRE_179,6139,4309,3673,2761,2308,0.375957
VID_00019634,PERF_00043512,2026-04-26,CRE_179,5313,4136,3506,2976,2368,0.445699
VID_00019635,PERF_00043513,2026-04-26,CRE_179,5042,3416,2914,2262,1993,0.39528
VID_00019636,PERF_00043519,2026-04-26,CRE_174,3366,2374,1741,1328,1124,0.333928
VID_00019637,PERF_00043520,2026-04-26,CRE_179,2522,1802,1236,1145,845,0.335052
VID_00019638,PERF_00043521,2026-04-26,CRE_171,1039,584,455,396,277,0.266603
VID_00019639,PERF_00043523,2026-04-26,CRE_172,2444,1815,1635,1368,1097,0.448854
VID_00019640,PERF_00043524,2026-04-26,CRE_171,3519,2151,1676,1265,938,0.266553
VID_00019641,PERF_00043533,2026-04-26,CRE_186,2632,2427,2012,1573,1398,0.531155
VID_00019642,PERF_00043536,2026-04-26,CRE_184,7988,5051,3220,2414,1917,0.239985
VID_00019643,PERF_00043543,2026-04-26,CRE_184,7585,4490,2808,2299,1745,0.230059
VID_00019644,PERF_00043547,2026-04-26,CRE_186,9326,8282,6058,5267,4659,0.499571
VID_00019645,PERF_00043551,2026-04-26,CRE_184,2510,1662,1035,866,674,0.268526
VID_00019646,PERF_00043553,2026-04-26,CRE_186,6554,5834,4838,3750,3369,0.514037
VID_00019647,PERF_00043554,2026-04-26,CRE_221,5838,4895,4344,3405,3079,0.527407
VID_00019648,PERF_00043555,2026-04-26,CRE_221,4363,3392,2974,2419,2041,0.467797
VID_00019649,PERF_00043559,2026-04-26,CRE_215,5763,3294,2556,2215,1630,0.282839
VID_00019650,PERF_00043560,2026-04-26,CRE_221,5771,3982,2682,2281,1806,0.312944
VID_00019651,PERF_00043563,2026-04-26,CRE_221,3984,2801,2378,1783,1471,0.369227
VID_00019652,PERF_00043566,2026-04-26,CRE_228,3977,2140,1716,1137,869,0.218506
VID_00019653,PERF_00043567,2026-04-26,CRE_229,2622,1636,1256,830,663,0.25286
VID_00019654,PERF_00043568,2026-04-26,CRE_228,3132,1359,1039,841,470,0.150064
VID_00019655,PERF_00043570,2026-04-26,CRE_229,2527,1295,795,550,414,0.163831
VID_00019656,PERF_00043571,2026-04-26,CRE_228,2509,1305,866,545,320,0.127541
VID_00019657,PERF_00043572,2026-04-26,CRE_228,2803,1668,1205,1009,761,0.271495
VID_00019658,PERF_00043574,2026-04-26,CRE_228,1049,540,351,312,194,0.184938
VID_00019659,PERF_00043575,2026-04-26,CRE_229,3563,2374,1774,1382,1084,0.304238
VID_00019660,PERF_00043576,2026-04-26,CRE_228,2365,1289,890,603,364,0.153911
VID_00019661,PERF_00043580,2026-04-26,CRE_227,1748,1049,765,487,372,0.212815
VID_00019662,PERF_00043581,2026-04-26,CRE_227,1637,926,659,580,410,0.250458
VID_00019663,PERF_00043584,2026-04-26,CRE_227,3835,2404,1822,1290,963,0.251108
VID_00019664,PERF_00043585,2026-04-26,CRE_226,2553,1267,880,709,485,0.189973
VID_00019665,PERF_00043586,2026-04-26,CRE_226,4096,1510,937,549,343,0.08374
VID_00019666,PERF_00043587,2026-04-26,CRE_228,2873,1371,1203,859,541,0.188305
VID_00019667,PERF_00043589,2026-04-26,CRE_235,2862,1787,1365,1283,944,0.329839
VID_00019668,PERF_00043590,2026-04-26,CRE_235,1474,1298,1044,902,753,0.510855
VID_00019669,PERF_00043596,2026-04-26,CRE_233,578,414,339,281,213,0.368512
VID_00019670,PERF_00043606,2026-04-26,CRE_235,788,694,578,505,426,0.540609
VID_00019671,PERF_00043607,2026-04-26,CRE_250,21436,13989,11515,7872,6611,0.308406
VID_00019672,PERF_00043610,2026-04-26,CRE_241,17490,10213,7007,5097,3982,0.227673
VID_00019673,PERF_00043611,2026-04-26,CRE_242,10357,8400,7053,5600,4674,0.451289
VID_00019674,PERF_00043612,2026-04-26,CRE_245,6835,3784,2917,1634,1246,0.182297
VID_00019675,PERF_00043613,2026-04-26,CRE_242,17492,12302,11339,9168,7225,0.413046
VID_00019676,PERF_00043614,2026-04-26,CRE_250,23722,18632,14745,10619,9220,0.388669
VID_00019677,PERF_00043615,2026-04-26,CRE_243,23963,12114,9428,7141,5073,0.211701
VID_00019678,PERF_00043617,2026-04-26,CRE_243,16458,8649,6441,5358,3556,0.216065
VID_00019679,PERF_00043619,2026-04-26,CRE_242,12799,9869,8869,6874,6165,0.481678
VID_00019680,PERF_00043620,2026-04-26,CRE_256,16565,11519,9471,6356,5459,0.32955
VID_00019681,PERF_00043622,2026-04-26,CRE_261,22639,18860,15557,11854,10265,0.453421
VID_00019682,PERF_00043627,2026-04-26,CRE_261,14021,9078,7698,5983,4846,0.345624
VID_00019683,PERF_00043633,2026-04-27,CRE_009,4085,2806,2455,1895,1455,0.356181
VID_00019684,PERF_00043635,2026-04-27,CRE_004,2257,1548,1354,1108,842,0.373062
VID_00019685,PERF_00043636,2026-04-27,CRE_003,3070,2368,1941,1419,1262,0.411075
VID_00019686,PERF_00043644,2026-04-27,CRE_014,9259,5791,4503,3062,2390,0.258127
VID_00019687,PERF_00043646,2026-04-27,CRE_016,3904,2597,2010,1392,1036,0.265369
VID_00019688,PERF_00043647,2026-04-27,CRE_016,11535,7504,5491,4834,3476,0.301344
VID_00019689,PERF_00043648,2026-04-27,CRE_016,8201,7253,6222,5312,4530,0.552372
VID_00019690,PERF_00043649,2026-04-27,CRE_014,7623,3617,2558,1945,1237,0.162272
VID_00019691,PERF_00043650,2026-04-27,CRE_014,6262,3489,2964,2372,1685,0.269083
VID_00019692,PERF_00043651,2026-04-27,CRE_016,9857,7048,5321,4294,3164,0.32099
VID_00019693,PERF_00043652,2026-04-27,CRE_014,5469,2105,1508,1152,510,0.093253
VID_00019694,PERF_00043653,2026-04-27,CRE_014,6644,3236,1842,1291,842,0.126731
VID_00019695,PERF_00043654,2026-04-27,CRE_016,5568,3863,2701,2425,1921,0.345007
VID_00019696,PERF_00043656,2026-04-27,CRE_019,19514,8451,6140,3517,2252,0.115404
VID_00019697,PERF_00043657,2026-04-27,CRE_014,4452,2386,1559,1300,783,0.175876
VID_00019698,PERF_00043667,2026-04-27,CRE_039,3203,2658,1871,1689,1420,0.443334
VID_00019699,PERF_00043672,2026-04-27,CRE_039,2547,1828,1422,996,813,0.319199
VID_00019700,PERF_00043675,2026-04-27,CRE_039,998,811,608,526,443,0.443888
VID_00019701,PERF_00043682,2026-04-27,CRE_061,22278,17004,12957,10781,9047,0.406096
VID_00019702,PERF_00043683,2026-04-27,CRE_060,11915,5668,4669,2753,2040,0.171213
VID_00019703,PERF_00043684,2026-04-27,CRE_061,8038,7030,5968,5559,4605,0.572904
VID_00019704,PERF_00043685,2026-04-27,CRE_055,31489,17897,14124,10875,7314,0.232272
VID_00019705,PERF_00043688,2026-04-27,CRE_061,5536,4857,3902,3552,3027,0.546785
VID_00019706,PERF_00043692,2026-04-27,CRE_067,6127,5357,4842,3965,3375,0.550841
VID_00019707,PERF_00043693,2026-04-27,CRE_068,13143,7015,5987,4259,3305,0.251465
VID_00019708,PERF_00043696,2026-04-27,CRE_072,10360,6104,5074,3447,2611,0.252027
VID_00019709,PERF_00043697,2026-04-27,CRE_070,4576,4347,3505,3160,2697,0.589379
VID_00019710,PERF_00043698,2026-04-27,CRE_072,8396,7664,5895,5148,4488,0.53454
VID_00019711,PERF_00043701,2026-04-27,CRE_066,3531,2191,1769,1084,902,0.255452
VID_00019712,PERF_00043704,2026-04-27,CRE_066,7036,5048,4019,3106,2527,0.359153
VID_00019713,PERF_00043706,2026-04-27,CRE_077,10895,9007,6485,5264,4710,0.432308
VID_00019714,PERF_00043707,2026-04-27,CRE_089,20143,13077,9403,8133,6158,0.305714
VID_00019715,PERF_00043708,2026-04-27,CRE_090,29711,20573,13569,11027,8982,0.302312
VID_00019716,PERF_00043709,2026-04-27,CRE_095,20858,11208,8801,7226,5181,0.248394
VID_00019717,PERF_00043710,2026-04-27,CRE_100,23105,10608,5913,3694,1753,0.075871
VID_00019718,PERF_00043711,2026-04-27,CRE_100,7795,3253,2154,1434,852,0.109301
VID_00019719,PERF_00043712,2026-04-27,CRE_100,12858,6480,4661,4131,2696,0.209675
VID_00019720,PERF_00043713,2026-04-27,CRE_101,22241,14676,12485,10589,7949,0.357403
VID_00019721,PERF_00043714,2026-04-27,CRE_100,31125,18844,13158,9646,7557,0.242795
VID_00019722,PERF_00043715,2026-04-27,CRE_095,17398,9153,5783,4500,2865,0.164674
VID_00019723,PERF_00043716,2026-04-27,CRE_091,18962,13208,11028,8012,6746,0.355764
VID_00019724,PERF_00043717,2026-04-27,CRE_101,33722,15861,12002,8199,5251,0.155714
VID_00019725,PERF_00043719,2026-04-27,CRE_101,11319,7898,5636,4172,3493,0.308596
VID_00019726,PERF_00043720,2026-04-27,CRE_092,22395,17141,13272,10917,9035,0.403438
VID_00019727,PERF_00043724,2026-04-27,CRE_092,14411,10649,9380,7565,6288,0.436333
VID_00019728,PERF_00043726,2026-04-27,CRE_091,7497,7064,5780,4835,4114,0.548753
VID_00019729,PERF_00043727,2026-04-27,CRE_095,18914,10188,6698,5244,3627,0.191763
VID_00019730,PERF_00043728,2026-04-27,CRE_094,13759,9732,7617,6271,5146,0.37401
VID_00019731,PERF_00043731,2026-04-27,CRE_100,18810,8427,5591,3915,2671,0.141999
VID_00019732,PERF_00043732,2026-04-27,CRE_092,15420,10725,7911,6228,5230,0.33917
VID_00019733,PERF_00043735,2026-04-27,CRE_095,10599,6453,4308,3563,2503,0.236154
VID_00019734,PERF_00043739,2026-04-27,CRE_107,19873,17513,13500,11578,10038,0.505107
VID_00019735,PERF_00043740,2026-04-27,CRE_106,14810,11120,8622,7598,6482,0.437677
VID_00019736,PERF_00043741,2026-04-27,CRE_108,17795,11567,9485,6702,5437,0.305535
VID_00019737,PERF_00043748,2026-04-27,CRE_108,26197,11593,9787,5991,3861,0.147383
VID_00019738,PERF_00043753,2026-04-27,CRE_108,25651,12354,6736,5064,2643,0.103037
VID_00019739,PERF_00043754,2026-04-27,CRE_106,9355,6143,5035,4324,3301,0.352859
VID_00019740,PERF_00043759,2026-04-27,CRE_107,6167,5238,4413,3854,3320,0.538349
VID_00019741,PERF_00043760,2026-04-27,CRE_108,18050,10286,8847,6308,4553,0.252244
VID_00019742,PERF_00043762,2026-04-27,CRE_108,21041,10553,7216,5804,4153,0.197377
VID_00019743,PERF_00043763,2026-04-27,CRE_108,6665,4198,3162,2493,1765,0.264816
VID_00019744,PERF_00043765,2026-04-27,CRE_116,12616,9384,7331,5509,4713,0.373573
VID_00019745,PERF_00043766,2026-04-27,CRE_116,9979,6760,5145,4635,3520,0.352741
VID_00019746,PERF_00043767,2026-04-27,CRE_119,6718,4678,3816,2615,2167,0.322566
VID_00019747,PERF_00043768,2026-04-27,CRE_120,9914,8466,7812,6015,5455,0.550232
VID_00019748,PERF_00043770,2026-04-27,CRE_120,3675,2547,1880,1441,1173,0.319184
VID_00019749,PERF_00043773,2026-04-27,CRE_119,5571,4806,4084,3726,3066,0.55035
VID_00019750,PERF_00043774,2026-04-27,CRE_120,4253,2485,1894,1504,1046,0.245944
VID_00019751,PERF_00043776,2026-04-27,CRE_119,3055,2128,1930,1543,1208,0.395417
VID_00019752,PERF_00043781,2026-04-27,CRE_119,7662,5287,4285,3564,3085,0.402636
VID_00019753,PERF_00043786,2026-04-27,CRE_116,16899,11528,9434,6543,5467,0.32351
VID_00019754,PERF_00043789,2026-04-27,CRE_119,7045,5184,4411,3638,2943,0.417743
VID_00019755,PERF_00043793,2026-04-27,CRE_132,8593,7843,6339,5150,4552,0.529734
VID_00019756,PERF_00043794,2026-04-27,CRE_131,9922,8046,7108,5618,4842,0.488006
VID_00019757,PERF_00043797,2026-04-27,CRE_129,30982,14917,11808,6374,4732,0.152734
VID_00019758,PERF_00043798,2026-04-27,CRE_125,11330,6081,4439,3017,2357,0.208032
VID_00019759,PERF_00043800,2026-04-27,CRE_131,25982,16880,13806,10585,8368,0.322069
VID_00019760,PERF_00043801,2026-04-27,CRE_137,7755,5819,4139,3488,3000,0.386847
VID_00019761,PERF_00043802,2026-04-27,CRE_136,4590,2581,2019,1175,915,0.199346
VID_00019762,PERF_00043803,2026-04-27,CRE_146,6825,5328,4146,3393,2685,0.393407
VID_00019763,PERF_00043806,2026-04-27,CRE_139,2594,2008,1734,1397,1223,0.471473
VID_00019764,PERF_00043807,2026-04-27,CRE_138,8227,4407,3394,2542,2067,0.251246
VID_00019765,PERF_00043809,2026-04-27,CRE_139,14619,9326,6987,5063,3512,0.240235
VID_00019766,PERF_00043811,2026-04-27,CRE_137,2252,1488,1079,859,621,0.275755
VID_00019767,PERF_00043812,2026-04-27,CRE_136,2048,1226,807,568,453,0.221191
VID_00019768,PERF_00043813,2026-04-27,CRE_138,10864,5037,4138,2960,1806,0.166237
VID_00019769,PERF_00043814,2026-04-27,CRE_139,5753,3653,2965,2307,1904,0.330958
VID_00019770,PERF_00043816,2026-04-27,CRE_144,5184,2805,2413,1737,1226,0.236497
VID_00019771,PERF_00043818,2026-04-27,CRE_159,4366,2541,2232,1686,1239,0.283784
VID_00019772,PERF_00043819,2026-04-27,CRE_147,2605,1465,1311,846,672,0.257965
VID_00019773,PERF_00043822,2026-04-27,CRE_152,3133,2408,1695,1466,1170,0.373444
VID_00019774,PERF_00043824,2026-04-27,CRE_159,4764,4494,3335,2966,2632,0.552477
VID_00019775,PERF_00043825,2026-04-27,CRE_152,2947,2234,1679,1419,1243,0.421785
VID_00019776,PERF_00043826,2026-04-27,CRE_154,1208,757,629,485,416,0.344371
VID_00019777,PERF_00043827,2026-04-27,CRE_159,4260,3413,2780,2320,1902,0.446479
VID_00019778,PERF_00043832,2026-04-27,CRE_160,4558,3665,2770,2431,1943,0.426283
VID_00019779,PERF_00043833,2026-04-27,CRE_154,3396,2926,2298,1914,1703,0.501472
VID_00019780,PERF_00043834,2026-04-27,CRE_154,5102,3934,3132,2473,1947,0.381615
VID_00019781,PERF_00043835,2026-04-27,CRE_160,4855,3107,2822,2236,1724,0.355098
VID_00019782,PERF_00043836,2026-04-27,CRE_159,1763,1530,1211,1020,834,0.473057
VID_00019783,PERF_00043837,2026-04-27,CRE_152,3758,2799,2399,1994,1636,0.435338
VID_00019784,PERF_00043838,2026-04-27,CRE_159,3258,2327,2053,1668,1364,0.418662
VID_00019785,PERF_00043839,2026-04-27,CRE_162,2935,2652,2327,1995,1651,0.562521
VID_00019786,PERF_00043841,2026-04-27,CRE_168,13997,10446,7667,6207,5200,0.371508
VID_00019787,PERF_00043843,2026-04-27,CRE_168,6416,5652,4689,4234,3517,0.548161
VID_00019788,PERF_00043845,2026-04-27,CRE_162,2803,2216,1754,1482,1192,0.425259
VID_00019789,PERF_00043846,2026-04-27,CRE_165,2277,1938,1692,1299,1140,0.500659
VID_00019790,PERF_00043847,2026-04-27,CRE_165,5740,4205,3481,3040,2534,0.441463
VID_00019791,PERF_00043848,2026-04-27,CRE_165,3175,2016,1773,1302,1057,0.332913
VID_00019792,PERF_00043849,2026-04-27,CRE_165,2986,1966,1432,1341,1000,0.334896
VID_00019793,PERF_00043850,2026-04-27,CRE_165,13857,8176,7169,5064,3854,0.278127
VID_00019794,PERF_00043851,2026-04-27,CRE_165,1815,1523,1189,1104,901,0.496419
VID_00019795,PERF_00043853,2026-04-27,CRE_168,7240,6414,4960,4427,3825,0.528315
VID_00019796,PERF_00043856,2026-04-27,CRE_162,7441,6183,4905,3755,3215,0.432066
VID_00019797,PERF_00043861,2026-04-27,CRE_168,9863,6046,4840,3960,3116,0.315928
VID_00019798,PERF_00043862,2026-04-27,CRE_165,9294,7445,5410,4726,3785,0.407252
VID_00019799,PERF_00043864,2026-04-27,CRE_174,1366,892,795,637,478,0.349927
VID_00019800,PERF_00043867,2026-04-27,CRE_171,4586,2225,1631,1053,582,0.126908
VID_00019801,PERF_00043872,2026-04-27,CRE_174,2242,1729,1382,1187,1058,0.4719
VID_00019802,PERF_00043874,2026-04-27,CRE_174,1341,1128,1000,798,724,0.539896
VID_00019803,PERF_00043875,2026-04-27,CRE_172,5211,3535,2615,2064,1785,0.342545
VID_00019804,PERF_00043876,2026-04-27,CRE_171,3072,1846,1461,1085,829,0.269857
VID_00019805,PERF_00043880,2026-04-27,CRE_171,2771,1617,1289,997,683,0.246481
VID_00019806,PERF_00043884,2026-04-27,CRE_184,2078,1255,905,746,507,0.243985
VID_00019807,PERF_00043888,2026-04-27,CRE_184,6753,4295,2748,2091,1631,0.241522
VID_00019808,PERF_00043895,2026-04-27,CRE_186,8836,6226,4174,3760,2782,0.314848
VID_00019809,PERF_00043899,2026-04-27,CRE_184,8296,5408,3578,3098,2365,0.285077
VID_00019810,PERF_00043902,2026-04-27,CRE_184,10921,6974,5593,4088,3198,0.29283
VID_00019811,PERF_00043907,2026-04-27,CRE_184,12145,4983,3937,2124,1504,0.123837
VID_00019812,PERF_00043909,2026-04-27,CRE_186,6841,5033,3466,3111,2373,0.346879
VID_00019813,PERF_00043910,2026-04-27,CRE_215,12937,9465,7301,5847,4348,0.33609
VID_00019814,PERF_00043911,2026-04-27,CRE_219,6824,4666,3934,3080,2614,0.38306
VID_00019815,PERF_00043913,2026-04-27,CRE_219,4941,2585,1864,1000,724,0.146529
VID_00019816,PERF_00043918,2026-04-27,CRE_226,1439,965,717,492,403,0.280056
VID_00019817,PERF_00043919,2026-04-27,CRE_227,4003,1948,1562,928,621,0.155134
VID_00019818,PERF_00043920,2026-04-27,CRE_229,1848,890,702,416,296,0.160173
VID_00019819,PERF_00043921,2026-04-27,CRE_226,2902,1417,1117,824,488,0.16816
VID_00019820,PERF_00043922,2026-04-27,CRE_228,950,620,546,415,323,0.34
VID_00019821,PERF_00043923,2026-04-27,CRE_226,2401,1393,825,646,463,0.192836
VID_00019822,PERF_00043925,2026-04-27,CRE_228,2155,1171,848,740,535,0.24826
VID_00019823,PERF_00043927,2026-04-27,CRE_227,1584,1278,1011,814,726,0.458333
VID_00019824,PERF_00043928,2026-04-27,CRE_227,516,421,326,278,222,0.430233
VID_00019825,PERF_00043930,2026-04-27,CRE_228,3940,2066,1297,988,543,0.137817
VID_00019826,PERF_00043933,2026-04-27,CRE_228,1699,1141,863,677,479,0.281931
VID_00019827,PERF_00043935,2026-04-27,CRE_228,1432,860,664,398,312,0.217877
VID_00019828,PERF_00043939,2026-04-27,CRE_226,2141,862,555,380,141,0.065857
VID_00019829,PERF_00043940,2026-04-27,CRE_229,1594,657,455,225,104,0.065245
VID_00019830,PERF_00043941,2026-04-27,CRE_228,1399,872,663,468,364,0.260186
VID_00019831,PERF_00043943,2026-04-27,CRE_229,2587,1375,1074,797,535,0.206803
VID_00019832,PERF_00043944,2026-04-27,CRE_226,3100,1943,1320,867,704,0.227097
VID_00019833,PERF_00043946,2026-04-27,CRE_229,2211,1150,851,599,377,0.170511
VID_00019834,PERF_00043947,2026-04-27,CRE_226,5367,2240,1571,1144,646,0.120365
VID_00019835,PERF_00043950,2026-04-27,CRE_228,816,466,304,239,160,0.196078
VID_00019836,PERF_00043951,2026-04-27,CRE_228,2478,1429,866,736,459,0.18523
VID_00019837,PERF_00043952,2026-04-27,CRE_229,2613,1411,859,643,473,0.181018
VID_00019838,PERF_00043953,2026-04-27,CRE_228,2784,1513,1047,905,630,0.226293
VID_00019839,PERF_00043955,2026-04-27,CRE_233,857,657,549,464,389,0.453909
VID_00019840,PERF_00043957,2026-04-27,CRE_235,2171,1818,1508,1262,1106,0.509443
VID_00019841,PERF_00043960,2026-04-27,CRE_241,8210,4968,3009,2245,1739,0.211815
VID_00019842,PERF_00043961,2026-04-27,CRE_243,10028,6102,4578,3527,2399,0.23923
VID_00019843,PERF_00043964,2026-04-27,CRE_242,14996,10802,8323,7132,6119,0.408042
VID_00019844,PERF_00043974,2026-04-27,CRE_252,15764,12921,11130,8717,7617,0.48319
VID_00019845,PERF_00043982,2026-04-27,CRE_261,17929,13064,11892,9256,8018,0.447208
VID_00019846,PERF_00043985,2026-04-27,CRE_256,26573,15603,12338,10725,7864,0.295939
VID_00019847,PERF_00043992,2026-04-28,CRE_003,4224,2896,2206,1920,1552,0.367424
VID_00019848,PERF_00043995,2026-04-28,CRE_004,3331,2356,1779,1297,1054,0.316421
VID_00019849,PERF_00043997,2026-04-28,CRE_009,673,552,468,431,363,0.539376
VID_00019850,PERF_00043998,2026-04-28,CRE_004,1034,884,675,617,495,0.478723
VID_00019851,PERF_00043999,2026-04-28,CRE_004,3247,2304,1578,1211,1033,0.31814
VID_00019852,PERF_00044002,2026-04-28,CRE_004,1848,1201,955,782,646,0.349567
VID_00019853,PERF_00044006,2026-04-28,CRE_014,9845,5537,3504,2635,2122,0.215541
VID_00019854,PERF_00044011,2026-04-28,CRE_016,15524,12078,9817,6808,5954,0.383535
VID_00019855,PERF_00044013,2026-04-28,CRE_014,13004,5216,3985,2262,1505,0.115734
VID_00019856,PERF_00044014,2026-04-28,CRE_019,9856,5389,3935,3540,2526,0.256291
VID_00019857,PERF_00044015,2026-04-28,CRE_014,3361,1695,1344,849,546,0.162452
VID_00019858,PERF_00044016,2026-04-28,CRE_014,6190,3390,3015,1876,1498,0.242003
VID_00019859,PERF_00044017,2026-04-28,CRE_019,8925,5264,3625,2686,2121,0.237647
VID_00019860,PERF_00044018,2026-04-28,CRE_014,4539,2668,1906,1325,966,0.212822
VID_00019861,PERF_00044019,2026-04-28,CRE_016,4938,3618,2718,2183,1720,0.348319
VID_00019862,PERF_00044020,2026-04-28,CRE_019,9237,4828,3231,2352,1864,0.201797
VID_00019863,PERF_00044021,2026-04-28,CRE_014,16493,8213,5840,5000,3282,0.198994
VID_00019864,PERF_00044033,2026-04-28,CRE_039,4053,2698,2141,1655,1216,0.300025
VID_00019865,PERF_00044035,2026-04-28,CRE_039,5473,3656,2734,2045,1607,0.293623
VID_00019866,PERF_00044045,2026-04-28,CRE_059,23052,16144,12887,11933,9509,0.412502
VID_00019867,PERF_00044049,2026-04-28,CRE_065,5613,3381,2561,1862,1394,0.248352
VID_00019868,PERF_00044050,2026-04-28,CRE_055,6475,4871,3758,3407,2743,0.423629
VID_00019869,PERF_00044052,2026-04-28,CRE_060,7341,4167,3260,2643,1855,0.25269
VID_00019870,PERF_00044057,2026-04-28,CRE_072,11672,8848,7200,5502,4806,0.411755
VID_00019871,PERF_00044058,2026-04-28,CRE_067,8929,5497,4745,3927,2987,0.334528
VID_00019872,PERF_00044059,2026-04-28,CRE_068,7179,4901,3764,3124,2669,0.371779
VID_00019873,PERF_00044060,2026-04-28,CRE_070,1899,1767,1328,1251,1049,0.552396
VID_00019874,PERF_00044061,2026-04-28,CRE_066,8342,7341,5990,5492,4748,0.569168
VID_00019875,PERF_00044064,2026-04-28,CRE_070,4696,3649,3170,2710,2218,0.472317
VID_00019876,PERF_00044067,2026-04-28,CRE_070,5633,4799,4421,3697,3084,0.547488
VID_00019877,PERF_00044069,2026-04-28,CRE_088,31088,22267,16074,11796,10035,0.322793
VID_00019878,PERF_00044070,2026-04-28,CRE_087,14912,7271,4391,3062,2078,0.139351
VID_00019879,PERF_00044071,2026-04-28,CRE_090,11452,7785,5207,3935,3286,0.286937
VID_00019880,PERF_00044073,2026-04-28,CRE_088,21174,15222,11672,9691,8564,0.404458
VID_00019881,PERF_00044074,2026-04-28,CRE_088,19987,14998,11599,9662,8639,0.432231
VID_00019882,PERF_00044075,2026-04-28,CRE_087,29807,13342,9355,6467,4741,0.159057
VID_00019883,PERF_00044076,2026-04-28,CRE_094,9166,7120,5269,4362,3811,0.415776
VID_00019884,PERF_00044077,2026-04-28,CRE_092,11817,9207,7968,6054,5426,0.459169
VID_00019885,PERF_00044079,2026-04-28,CRE_100,10219,6609,5549,4442,3323,0.325179
VID_00019886,PERF_00044081,2026-04-28,CRE_091,18218,13584,11998,10181,8213,0.450818
VID_00019887,PERF_00044083,2026-04-28,CRE_092,28514,15541,10265,8229,4946,0.173459
VID_00019888,PERF_00044084,2026-04-28,CRE_101,4646,3067,2561,2044,1537,0.330822
VID_00019889,PERF_00044085,2026-04-28,CRE_101,9285,4862,3770,2895,1920,0.206785
VID_00019890,PERF_00044087,2026-04-28,CRE_091,20854,14872,10800,8019,6601,0.316534
VID_00019891,PERF_00044089,2026-04-28,CRE_091,7136,4106,3081,2411,1982,0.277747
VID_00019892,PERF_00044090,2026-04-28,CRE_092,27125,15655,11431,7729,6168,0.227392
VID_00019893,PERF_00044092,2026-04-28,CRE_092,13618,7975,5568,4097,2891,0.212293
VID_00019894,PERF_00044094,2026-04-28,CRE_100,12991,6971,6078,4236,3019,0.232392
VID_00019895,PERF_00044096,2026-04-28,CRE_092,14326,11041,8707,7590,6284,0.438643
VID_00019896,PERF_00044104,2026-04-28,CRE_106,23111,16422,13668,11088,9479,0.410151
VID_00019897,PERF_00044107,2026-04-28,CRE_108,21141,11783,8100,7452,5002,0.236602
VID_00019898,PERF_00044109,2026-04-28,CRE_107,9979,8210,7244,6331,5379,0.539032
VID_00019899,PERF_00044112,2026-04-28,CRE_106,23827,16500,13708,11194,9018,0.378478
VID_00019900,PERF_00044118,2026-04-28,CRE_107,23031,16293,14007,10037,8629,0.374669
VID_00019901,PERF_00044120,2026-04-28,CRE_108,17133,9669,6785,4233,2827,0.165003
VID_00019902,PERF_00044126,2026-04-28,CRE_120,5359,3885,3198,2725,2331,0.434969
VID_00019903,PERF_00044127,2026-04-28,CRE_119,8444,6201,4741,3649,3150,0.373046
VID_00019904,PERF_00044128,2026-04-28,CRE_119,6828,6046,5286,4134,3688,0.540129
VID_00019905,PERF_00044129,2026-04-28,CRE_119,3335,2373,1900,1571,1262,0.378411
VID_00019906,PERF_00044130,2026-04-28,CRE_119,9860,6491,5488,4748,3711,0.376369
VID_00019907,PERF_00044131,2026-04-28,CRE_119,8079,5471,4215,3552,3002,0.371581
VID_00019908,PERF_00044135,2026-04-28,CRE_119,3741,3179,2815,2284,1951,0.521518
